iter	PRAUC	Logloss
240	0.5774715899	0.4152128794
241	0.577805682	0.4151312536
242	0.5781334119	0.415022992
243	0.5784122056	0.4149104364
244	0.5790381235	0.414761464
245	0.5790591965	0.4147073293
246	0.5794986657	0.4145772137
247	0.5802957472	0.4144232278
248	0.5808382205	0.4142983549
249	0.5811245378	0.4141992211
250	0.5819046603	0.4139597564
251	0.5826487532	0.4136728227
252	0.5829330497	0.413463891
253	0.5834284842	0.4133178539
254	0.5839806605	0.413165454
255	0.5844827551	0.4129245099
256	0.5848200479	0.4128090064
257	0.5853797832	0.4124995786
258	0.5856381841	0.4124121623
259	0.5860187741	0.4122290987
260	0.5863530189	0.4121032468
261	0.5863386855	0.4120539765
262	0.5871315859	0.4118687789
263	0.587668149	0.411724176
264	0.5881419942	0.41151462
265	0.5886523093	0.4113275476
266	0.5891896654	0.4111545377
267	0.5895275369	0.410994553
268	0.5901013987	0.4108185533
269	0.5910209456	0.4105486307
270	0.5916411465	0.4103999538
271	0.5923192751	0.4100659616
272	0.5924932546	0.4100169624
273	0.5930850611	0.4097493923
274	0.5937912203	0.4095237217
275	0.5941006601	0.4094125447
276	0.5945367915	0.4092374335
277	0.595055584	0.4090184027
278	0.5955787956	0.408846158
279	0.5961866686	0.4087031551
280	0.5964523449	0.4085658946
281	0.5970883624	0.4082328375
282	0.5974973802	0.4081380877
283	0.5981769018	0.4079192131
284	0.5988571344	0.40779621
285	0.5993017201	0.4076443087
286	0.5999672891	0.4075141182
287	0.6003395496	0.4073834661
288	0.6008633428	0.4071974771
289	0.6014131587	0.4070421868
290	0.6022998964	0.4068087121
291	0.6028160653	0.4065699226
292	0.6031336393	0.4063771248
293	0.6038335946	0.4061705518
294	0.6045235364	0.4060490324
295	0.6052452573	0.4058997985
296	0.6060533169	0.4056903946
297	0.6066821997	0.405553769
298	0.6075649217	0.4052224441
299	0.6083984431	0.4049815025
300	0.6091916704	0.4046847482
301	0.6094890163	0.4045160126
302	0.6095988586	0.4043961409
303	0.6101349458	0.4042359282
304	0.6106136636	0.4040969178
305	0.6109981279	0.4040025752
306	0.6115601909	0.4038615548
307	0.6123080587	0.403705803
308	0.6124259367	0.4035786237
309	0.6128043324	0.40348234
310	0.6135102786	0.4032941627
311	0.6138502492	0.403185688
312	0.6144857978	0.4029236741
313	0.6151069326	0.4027149591
314	0.6155594275	0.4025953921
315	0.6163683304	0.4023737195
316	0.6169400759	0.4022016052
317	0.617474873	0.4019813934
318	0.6180766241	0.4017973789
319	0.6186265359	0.4016376386
320	0.61930368	0.4014087831
321	0.6195141005	0.4013000937
322	0.619944038	0.4011507188
323	0.6202751887	0.40103898
324	0.6207661123	0.400861293
325	0.621436932	0.4006477189
326	0.6216654692	0.4005498443
327	0.6223522875	0.4002973906
328	0.622810082	0.4000588921
329	0.6234772523	0.3997962488
330	0.6238338962	0.3995992529
331	0.6245920555	0.399353861
332	0.6250790201	0.399176901
333	0.6258621647	0.3989627932
334	0.6259552509	0.3989277184
335	0.6265035892	0.3987930974
336	0.627180223	0.3985355339
337	0.6273052415	0.3984830653
338	0.6281631018	0.3982317151
339	0.6286476411	0.3980678672
340	0.6290952017	0.3978839415
341	0.629490045	0.3977959264
342	0.6300815745	0.3976100553
343	0.6303912251	0.397453807
344	0.6306331309	0.397373019
345	0.6314606691	0.3971872422
346	0.6316808649	0.3970555949
347	0.6321930091	0.3967290588
348	0.6327202277	0.3965615832
349	0.6332629125	0.3963703031
350	0.6337256479	0.3961874146
351	0.6343439911	0.395982731
352	0.6347360806	0.3958201431
353	0.6354070363	0.3955399956
354	0.6362440867	0.395305161
355	0.6369773478	0.394990362
356	0.6375124485	0.3948142093
357	0.6381724538	0.3945447346
358	0.6389130599	0.3942720655
359	0.6391673854	0.394113824
360	0.6394665874	0.3939883753
361	0.6405743772	0.3937519277
362	0.6409243816	0.3936439789
363	0.6415968449	0.3934828181
364	0.6423349991	0.393260269
365	0.642698696	0.3931578751
366	0.643348666	0.3929669598
367	0.6438569666	0.3928456734
368	0.6447725631	0.3926679619
369	0.6450856649	0.3925361747
370	0.6454111541	0.3923393768
371	0.646114465	0.3920988176
372	0.6465695065	0.3919245612
373	0.647127118	0.391765762
374	0.6477559671	0.391550615
375	0.6482909266	0.391201677
376	0.6487265959	0.3910590845
377	0.6495995852	0.3908765846
378	0.6499709066	0.3905618325
379	0.6504722216	0.3904048946
380	0.6507424651	0.3902454025
381	0.651003141	0.3900994802
382	0.6517569712	0.3898801966
383	0.6522140689	0.3896462321
384	0.6529761752	0.3893837629
385	0.6536010136	0.3891103779
386	0.6543124989	0.3888734614
387	0.6547491777	0.388730009
388	0.655269138	0.3885649998
389	0.6559857046	0.3883399677
390	0.6564938646	0.3881449776
391	0.6570019204	0.3879412486
392	0.6578817086	0.3877375692
393	0.6586463489	0.3875068551
394	0.6589539947	0.3873754853
395	0.6598779921	0.386992298
396	0.6605136474	0.3867754711
397	0.6611292503	0.3865265482
398	0.6616072056	0.3863372805
399	0.6625210283	0.3861381852
400	0.6629433466	0.386013104
401	0.6636935731	0.3857596531
402	0.6640825383	0.3856111156
403	0.6645102802	0.3854859573
404	0.6649576342	0.3853668605
405	0.6654032055	0.3851568986
406	0.6659534687	0.3848925039
407	0.6664039565	0.384621096
408	0.6670585035	0.3844030967
409	0.6678274206	0.3841753262
410	0.6681387545	0.3840122613
411	0.6688196621	0.3837258391
412	0.6695326465	0.3834761828
413	0.6699306548	0.3832612413
414	0.6702623832	0.3830917888
415	0.670757783	0.3828852255
416	0.6711867355	0.3827340016
417	0.6716168469	0.3825526549
418	0.6724563285	0.3822856535
419	0.6727785874	0.3821308977
420	0.6732194751	0.3818890482
421	0.6738663562	0.3816400633
422	0.6740628131	0.3815320452
423	0.6743858772	0.3813333964
424	0.6746881774	0.3812102694
425	0.6754164658	0.3810188878
426	0.6758717749	0.380849595
427	0.6761709247	0.3807073215
428	0.6767269416	0.3805628196
429	0.6771659968	0.3803517853
430	0.6777800206	0.380210295
431	0.6783986822	0.3800152908
432	0.6788018008	0.3798825936
433	0.6792053865	0.3797488844
434	0.6797399795	0.3794510435
435	0.6802509936	0.3792871482
436	0.6806207358	0.3791711153
437	0.6810514805	0.3790276428
438	0.6815209628	0.3788331873
439	0.6821143545	0.378676515
440	0.6825182846	0.3785465268
441	0.6830572553	0.3783807146
442	0.683588314	0.3781988003
443	0.683945507	0.377876356
444	0.6842864793	0.3777597027
445	0.6846100486	0.3776232413
446	0.6849315053	0.3775020444
447	0.6851100701	0.3774129338
448	0.6855813261	0.3772616911
449	0.6860749119	0.3770749551
450	0.6866359252	0.3769351362
451	0.6870906232	0.3767795431
452	0.6876761063	0.3765865574
453	0.6882421075	0.3764526609
454	0.68863862	0.3763016826
455	0.6892803198	0.3761173549
456	0.6898995095	0.3759099148
457	0.6904768649	0.3757302223
458	0.6910323674	0.3755574946
459	0.691456377	0.3753837661
460	0.6922248109	0.3751502715
461	0.6925292082	0.3750581699
462	0.6929981661	0.3749076762
463	0.6933280489	0.3748000082
464	0.6938533843	0.3745942937
465	0.6940321186	0.3744878609
466	0.694471732	0.3743702692
467	0.6945666327	0.3742983743
468	0.6951579714	0.3741082922
469	0.6958123234	0.3739373362
470	0.6962452158	0.373774121
471	0.6965211221	0.3735722084
472	0.6970772002	0.3733451128
473	0.697421504	0.3732220411
474	0.6976821531	0.3730326718
475	0.697976142	0.3728754178
476	0.6984678038	0.372623795
477	0.6989036476	0.3724553489
478	0.699323129	0.3723368639
479	0.7000055307	0.3721453937
480	0.7005979174	0.3719900064
481	0.7010665113	0.3718021258
482	0.7012597597	0.3716697167
483	0.7015681015	0.3714736944
484	0.7020083123	0.3713469741
485	0.7024375764	0.3711203041
486	0.7029392571	0.3709382657
487	0.7036331344	0.3707038666
488	0.7040034792	0.3705386794
489	0.7043237812	0.3704078951
490	0.7047921768	0.3702075937
491	0.7050644317	0.3701201792
492	0.705662996	0.3699239966
493	0.7060582558	0.3697624367
494	0.7066073808	0.3695575527
495	0.7071377227	0.3693537097
496	0.7076321117	0.369193419
497	0.708026309	0.3690526607
498	0.7084337094	0.3688670734
499	0.7086383701	0.3688043447
500	0.7088564572	0.3686306852
501	0.7091120139	0.36842716
502	0.709671176	0.3682387134
503	0.7096718831	0.3681763987
504	0.7101677015	0.3680402348
505	0.7106757167	0.3678526238
506	0.7109444703	0.3677705586
507	0.7110562807	0.3676682241
508	0.7115643046	0.3674818882
509	0.7120835975	0.3673208302
510	0.7124668258	0.3671873445
511	0.7127040084	0.3670778507
512	0.7130694405	0.3669427796
513	0.713261504	0.3667557186
514	0.71351474	0.3665280548
515	0.7135677922	0.3665116303
516	0.7141407872	0.3663818786
517	0.7148016519	0.3661606455
518	0.7151037487	0.3660280016
519	0.7154995732	0.3658815397
520	0.7157763209	0.3657787804
521	0.7162158774	0.3656349273
522	0.7169056862	0.3654562757
523	0.7173488342	0.3653059402
524	0.7175720124	0.3652005135
525	0.7180795586	0.3650229863
526	0.7183902491	0.364948637
527	0.7187769631	0.3648027258
528	0.7190766287	0.3646349759
529	0.7193719489	0.3644778515
530	0.7195585703	0.3643545137
531	0.7202920415	0.3641270416
532	0.7206871345	0.3639390984
533	0.7209936887	0.3638105161
534	0.7215330304	0.363627125
535	0.7217943362	0.3635211506
536	0.7221341829	0.3634057128
537	0.7226272123	0.3632055113
538	0.7229877333	0.3630577631
539	0.7232954279	0.3629298
540	0.7235184353	0.3628288554
541	0.7238064097	0.3626177703
542	0.7239763477	0.3625409324
543	0.7244268641	0.3622783539
544	0.7248197127	0.3621657426
545	0.7252860218	0.3619575438
546	0.7254902623	0.3618088006
547	0.7258779251	0.3616670323
548	0.7263278113	0.3615182577
549	0.7267938023	0.3613146912
550	0.7271331802	0.3611574068
551	0.7277961352	0.3609740691
552	0.728431915	0.3607981938
553	0.7289591588	0.3605941253
554	0.7290698523	0.3604864138
555	0.7294114299	0.3603337385
556	0.7295891024	0.3602163978
557	0.7300804499	0.3600202581
558	0.7303437481	0.3598102222
559	0.7307715952	0.3596229652
560	0.7312779699	0.3594520898
561	0.7317465167	0.3593579044
562	0.7323062752	0.3591383871
563	0.7326969931	0.3590004156
564	0.7331961786	0.358805814
565	0.7336859524	0.3586684701
566	0.7340576518	0.3585325671
567	0.7345299248	0.3583714678
568	0.7350397468	0.3581986596
569	0.7353806613	0.3580411285
570	0.7355876081	0.3579865976
571	0.7363485502	0.3577702267
572	0.7366517391	0.3576148107
573	0.7368835052	0.3575202262
574	0.7372674575	0.3574145995
575	0.7376735558	0.3572618969
576	0.7379124204	0.3571292749
577	0.7383399499	0.3569739753
578	0.7386681971	0.3567913014
579	0.7389986174	0.3566588384
580	0.7395885627	0.3564652124
581	0.7399008553	0.3563860189
582	0.7402281815	0.3562498246
583	0.7405198551	0.3561449063
584	0.740817133	0.3559394302
585	0.7412184105	0.3557999444
586	0.7417926002	0.3556558251
587	0.7418151023	0.3555929957
588	0.7420035598	0.3554979303
589	0.7422888211	0.3554123418
590	0.7424923622	0.3553259652
591	0.7426846399	0.3552348921
592	0.7429381886	0.3551067655
593	0.7435870924	0.3549490901
594	0.7437278845	0.3547972091
595	0.7439572443	0.3546841028
596	0.7442839425	0.3545296467
597	0.7447690568	0.3543186746
598	0.7452192431	0.3541824251
599	0.7455636718	0.3540015231
600	0.7461247445	0.353788358
601	0.746589892	0.3535900791
602	0.7469833803	0.3534530318
603	0.74731508	0.3532616004
604	0.7477521123	0.3530980903
605	0.7480807557	0.3530025564
606	0.7482948246	0.3528400967
607	0.7486332344	0.3526407371
608	0.7489121439	0.3525429482
609	0.7492571373	0.3524121853
610	0.7496118704	0.3522612063
611	0.7499121578	0.3521475584
612	0.7502951422	0.3520142673
613	0.7505326011	0.3518698342
614	0.7509181306	0.3516252295
615	0.7511337685	0.3515739947
616	0.7515677715	0.3514095543
617	0.7520741081	0.3512622985
618	0.7525807724	0.3511095618
619	0.7527642032	0.3509448908
620	0.752898219	0.3508359783
621	0.7532537884	0.3506874986
622	0.7535974935	0.3505956651
623	0.7540708026	0.3503952419
624	0.7545497592	0.3501982172
625	0.7547869638	0.3501066968
626	0.7552321163	0.3499268165
627	0.7556551299	0.3497679413
628	0.7557419709	0.3497180848
629	0.7560077708	0.3496211212
630	0.7563028728	0.3494939529
631	0.75644481	0.3493296975
632	0.7566206446	0.3492558606
633	0.7570775235	0.3490927165
634	0.7574181504	0.3489494421
635	0.7578288367	0.3488220915
636	0.7582770839	0.348651508
637	0.758440744	0.3485282164
638	0.7586017322	0.3484349164
639	0.7589698062	0.3482641751
640	0.7593219303	0.348113154
641	0.7596195121	0.3479916763
642	0.7599207392	0.3478338395
643	0.7604018583	0.3476930933
644	0.7607838642	0.3475900504
645	0.7609899349	0.3473961067
646	0.7612922088	0.3472668595
647	0.7615043911	0.3471449085
648	0.761891404	0.3470045134
649	0.7620916919	0.3468647996
650	0.7623970573	0.3467114968
651	0.7628103026	0.3465559778
652	0.7630827502	0.3464438251
653	0.76333373	0.3463197006
654	0.7637462812	0.346169434
655	0.7638564854	0.3460764739
656	0.7643438114	0.3459269282
657	0.7647937533	0.3457468828
658	0.7651596974	0.3456490284
659	0.7653912874	0.3454837446
660	0.7655564292	0.3454125299
661	0.765798575	0.3452498612
662	0.7661076326	0.3451319295
663	0.7663145737	0.3450211118
664	0.7666419597	0.3449296655
665	0.7669440175	0.3447994622
666	0.7673878878	0.3446117812
667	0.7675629931	0.3445496095
668	0.7680536065	0.344349871
669	0.7684629505	0.3442117623
670	0.7688060914	0.3440702424
671	0.769037287	0.3439282175
672	0.7691833942	0.3438309172
673	0.7692841682	0.3437386737
674	0.7695795286	0.3436697014
675	0.7698099247	0.3435132648
676	0.770182904	0.3433997234
677	0.7705815724	0.3432404674
678	0.7710503112	0.3430566169
679	0.7713270168	0.3429575986
680	0.771837844	0.3427523947
681	0.7720512776	0.3426441102
682	0.7724691516	0.3424997162
683	0.7726568504	0.3423020697
684	0.772856818	0.3421479261
685	0.7729043795	0.3420955412
686	0.7731646385	0.3419282745
687	0.7737354527	0.3417204378
688	0.7741109019	0.3415491037
689	0.7744366683	0.3413989933
690	0.77492515	0.3412312228
691	0.7752396618	0.3411472698
692	0.7756148614	0.3409765173
693	0.7760000864	0.3408642259
694	0.7763853014	0.3407000902
695	0.7768664122	0.3405632423
696	0.776979002	0.3404329668
697	0.7772812226	0.3402930541
698	0.7774782322	0.3402140199
699	0.7777527935	0.3401235108
700	0.7782505849	0.3399710436
701	0.7786418988	0.3398039506
702	0.7790207771	0.3396246081
703	0.7791780292	0.3395077743
704	0.7793900905	0.33943113
705	0.7796667342	0.3393099644
706	0.7801389669	0.339166309
707	0.7806428402	0.3389847753
708	0.7810437518	0.3388474817
709	0.7814076556	0.3386094077
710	0.7818768973	0.3384805898
711	0.7820108268	0.3383815596
712	0.7823321345	0.3382677254
713	0.7827336082	0.3381398286
714	0.7829793074	0.3380352041
715	0.7832363923	0.3379188813
716	0.7834946145	0.3378005255
717	0.7835787421	0.337620422
718	0.7838276663	0.3375108461
719	0.7841007881	0.3373833842
720	0.7844236379	0.3372370569
721	0.7848035386	0.3371154989
722	0.7851796755	0.3369748361
723	0.7854496149	0.336839356
724	0.785658302	0.3367357406
725	0.7857474153	0.3365852348
726	0.7859873878	0.3364631078
727	0.7863757957	0.336298886
728	0.7868576577	0.3361402145
729	0.7871323005	0.3359722145
730	0.7875248712	0.3357920186
731	0.7878571471	0.3356538195
732	0.7881382027	0.3355272688
733	0.7885715994	0.3354026222
734	0.7887712358	0.3352750263
735	0.7891136396	0.3351193469
736	0.7893048058	0.3350290439
737	0.789662456	0.3349237285
738	0.7899390846	0.334761031
739	0.7902395049	0.3345925774
740	0.7905225571	0.3344590946
741	0.7907940361	0.3343161375
742	0.7911539021	0.3341917191
743	0.7913370484	0.3341069189
744	0.7915334181	0.3339503654
745	0.7917600364	0.3338351965
746	0.7920564008	0.3336474735
747	0.7923130979	0.3335380209
748	0.7927491795	0.3333639338
749	0.7929898523	0.3332419731
750	0.7932929486	0.3330947882
751	0.7936377449	0.3329288633
752	0.7939951177	0.3327858602
753	0.794011552	0.3327308027
754	0.7942347889	0.3325861314
755	0.7943168443	0.3325266338
756	0.7945935311	0.3324261892
757	0.7947740956	0.3322844382
758	0.795029256	0.3321619558
759	0.7954006621	0.3320251949
760	0.7956755398	0.3318783273
761	0.7959778638	0.3317639706
762	0.7961503322	0.3316969573
763	0.7963006741	0.3315929647
764	0.7967961888	0.3313991153
765	0.7972915196	0.331212828
766	0.7976427758	0.3310484023
767	0.797818715	0.3309567899
768	0.7980498166	0.3308466367
769	0.7981880001	0.3307016101
770	0.7984560619	0.3305968808
771	0.7987423313	0.3305289917
772	0.799018921	0.3304323413
773	0.7993030959	0.3303072693
774	0.7996420463	0.3301992486
775	0.7998029984	0.3300901655
776	0.7999937213	0.3299780732
777	0.8000357442	0.3299259428
778	0.8003836617	0.3297994773
779	0.8006182092	0.3296785561
780	0.801048827	0.3295267465
781	0.8015281719	0.3293688903
782	0.8017141422	0.3292323935
783	0.8018308637	0.32918847
784	0.8021329955	0.3290464201
785	0.8022134648	0.3289560868
786	0.8024547731	0.3288475718
787	0.8027877771	0.3287408186
788	0.8032065021	0.3285613978
789	0.8034334044	0.3284097038
790	0.8035839	0.328359925
791	0.8038924574	0.3282422107
792	0.8041599875	0.3281037441
793	0.8043583908	0.3280368338
794	0.8046044793	0.3279515398
795	0.8049102563	0.3277556576
796	0.8053888241	0.3275912709
797	0.8054410531	0.3275647823
798	0.8056293623	0.3274369121
799	0.8058990272	0.327284
800	0.806204408	0.3271020552
801	0.8063786454	0.3269712517
802	0.80672631	0.3268634599
803	0.8071308468	0.3267006491
804	0.8074618924	0.3265386309
805	0.8077819246	0.3263689884
806	0.8080968243	0.326209882
807	0.8085059946	0.3260690395
808	0.8088960577	0.3259233316
809	0.8093305764	0.3257485647
810	0.8096976671	0.3255895889
811	0.809955936	0.3254697202
812	0.8100868266	0.3254059804
813	0.8103714704	0.3252848559
814	0.8106859193	0.3251431958
815	0.8108314356	0.3250708438
816	0.8110678385	0.3249088267
817	0.8112179281	0.3247573833
818	0.8114433431	0.324610835
819	0.8115270428	0.3245564846
820	0.8118285646	0.3244442646
821	0.8121876112	0.3243311772
822	0.8122855186	0.3241413152
823	0.8125910074	0.3239226834
824	0.8127667308	0.3238313514
825	0.813136153	0.323669891
826	0.8134005709	0.323583569
827	0.8137414988	0.3234318325
828	0.8140639685	0.3233021501
829	0.8140948168	0.3232948933
830	0.8143123688	0.3231527136
831	0.8144713628	0.3230861479
832	0.8147360533	0.3229384771
833	0.8147818133	0.3227832338
834	0.8151286917	0.3226145879
835	0.8152980931	0.3224569714
836	0.8154629517	0.3223182051
837	0.815707073	0.322201747
838	0.8160458969	0.3221039332
839	0.8162764072	0.3220044382
840	0.816520673	0.3218735875
841	0.8168315577	0.3217243935
842	0.8170594248	0.3216297934
843	0.8174088663	0.3214953968
844	0.8177374795	0.3213566531
845	0.817992346	0.3211974533
846	0.8183728613	0.3210523833
847	0.8185974966	0.3209247031
848	0.818751208	0.3208271257
849	0.8189467221	0.3206951001
850	0.8191926694	0.3205899186
851	0.819492624	0.3204695548
852	0.8197435273	0.3203414082
853	0.8197361748	0.320222193
854	0.8200893994	0.3201076574
855	0.820484229	0.3199358696
856	0.8205167584	0.3198395894
857	0.8206569081	0.3197738096
858	0.8208855068	0.3196822364
859	0.8211959666	0.3195664497
860	0.8212843725	0.3194717219
861	0.8214590915	0.3193985928
862	0.8214646964	0.3192470834
863	0.8217041798	0.3191423719
864	0.8219108897	0.3190083939
865	0.8222249008	0.3188695758
866	0.8224904159	0.3187550173
867	0.8228505553	0.3186008731
868	0.8231861141	0.3184652428
869	0.823616595	0.3183079076
870	0.8237924869	0.3182497987
871	0.8238879882	0.3181469626
872	0.8240457945	0.3180544561
873	0.8243240092	0.3179217269
874	0.8244187304	0.3177917988
875	0.8247440084	0.3176607193
876	0.8248968926	0.3175534391
877	0.8251507189	0.3174539105
878	0.825314071	0.317353766
879	0.8257962848	0.317198347
880	0.8260838725	0.3170774457
881	0.8262791075	0.3169787684
882	0.8263428038	0.3168930162
883	0.8267554734	0.3167587687
