iter	PRAUC	Logloss
884	0.8269071756	0.3166350402
885	0.8271466968	0.3164919192
886	0.8274287259	0.3164066102
887	0.8278893107	0.3162400184
888	0.8280937763	0.3161453878
889	0.8282802396	0.3160360544
890	0.8285496213	0.3158927968
891	0.8289735186	0.3157260919
892	0.8293146096	0.315594672
893	0.8295211607	0.3154763137
894	0.8297391199	0.3153545262
895	0.8299643454	0.315237354
896	0.830104591	0.3151470407
897	0.8302498479	0.315052217
898	0.8304889155	0.3149408521
899	0.8307124085	0.3148094188
900	0.8308864903	0.3146918816
901	0.8312484793	0.3145319754
902	0.8313976136	0.3144757208
903	0.8315825737	0.3143640439
904	0.8318499188	0.3142616513
905	0.8320915648	0.3141530611
906	0.8321304109	0.3140015575
907	0.832398145	0.3138986172
908	0.8325658319	0.3138059854
909	0.8328381089	0.3136921438
910	0.8330217573	0.3135939563
911	0.8333716781	0.3134465362
912	0.8336150407	0.3133438321
913	0.8338444624	0.3132694322
914	0.8341788664	0.3131178114
915	0.8344962798	0.3130074954
916	0.8347427883	0.3128877351
917	0.8348399507	0.3128251862
918	0.8351411902	0.312680378
919	0.8352320191	0.3126224012
920	0.835405643	0.312506692
921	0.8356146525	0.3123868257
922	0.8359563319	0.3122585176
923	0.8362090211	0.3121310629
924	0.8364789753	0.3119954613
925	0.8367457523	0.311871388
926	0.8370477222	0.311725574
927	0.8372876923	0.3116104642
928	0.8373928444	0.3115654233
929	0.8376035878	0.3114568882
930	0.8377993251	0.3113627342
931	0.8378801052	0.31131379
932	0.8379802226	0.3111923196
933	0.8380214073	0.3111330319
934	0.8382501117	0.3110235441
935	0.8385119163	0.3108716219
936	0.8387177536	0.3107505343
937	0.8389397927	0.3106399116
938	0.8391807408	0.3104961072
939	0.8394619028	0.3103893205
940	0.8397143072	0.3102933705
941	0.8398007718	0.3101820244
942	0.8400503365	0.3100771335
943	0.840245673	0.3099451836
944	0.8403533975	0.3098265284
945	0.8405536788	0.3096942417
946	0.8407788417	0.3096119251
947	0.8409691655	0.3095456443
948	0.8410930391	0.3095075904
949	0.8412617432	0.3094543571
950	0.8413747291	0.309376158
951	0.8417149573	0.3092545211
952	0.8419676239	0.3091187826
953	0.84212355	0.3089940577
954	0.8423869637	0.308868779
955	0.8426149733	0.3087761488
956	0.8427264625	0.308683778
957	0.8429688659	0.308524098
958	0.8432732096	0.3083889052
959	0.8436585523	0.3082445587
960	0.8439859026	0.3081040519
961	0.84411036	0.3079691827
962	0.8443630234	0.3078753093
963	0.8446788539	0.3077524293
964	0.8449243481	0.3076218983
965	0.8451240924	0.3075088356
966	0.8452866321	0.3073989756
967	0.8456205763	0.3072630968
968	0.8459522718	0.3071283372
969	0.8461269009	0.3070317004
970	0.8463807856	0.3069229239
971	0.8466223884	0.3067997799
972	0.8468310865	0.3067047711
973	0.8469854494	0.3066050465
974	0.8473413574	0.3064593634
975	0.8474748969	0.3063899495
976	0.8478899082	0.3062342874
977	0.8481282712	0.3061143048
978	0.8483936898	0.3059659921
979	0.8485252246	0.3059055929
980	0.8487946277	0.3057956503
981	0.8487690204	0.3057438677
982	0.8489023488	0.3056683734
983	0.8489458076	0.3055726596
984	0.849135531	0.3054759867
985	0.8493328539	0.3053637588
986	0.8496004846	0.3052330563
987	0.8497986644	0.3051638966
988	0.8500481027	0.3050441856
989	0.8500723773	0.3049091111
990	0.8502436536	0.304831133
991	0.8505101007	0.304700193
992	0.8506497573	0.3045876131
993	0.8508407658	0.3044982687
994	0.8510104591	0.3043404731
995	0.851192763	0.304207923
996	0.851587382	0.3040372083
997	0.8517464445	0.3039330155
998	0.8518931013	0.3038105993
999	0.8520604303	0.303706827
1000	0.8522080308	0.3036064328
1001	0.8524257625	0.3034896988
1002	0.8525884832	0.303359423
1003	0.8527494842	0.3032735324
1004	0.852792645	0.3031914419
1005	0.8531109489	0.3030355078
1006	0.8532803445	0.3029119909
1007	0.8534768146	0.3027837769
1008	0.8537902864	0.302641951
1009	0.8540723046	0.3025301507
1010	0.8543083783	0.302397995
1011	0.8544464749	0.3023234115
1012	0.8547332458	0.3021572707
1013	0.8549283258	0.3020532697
1014	0.8549323142	0.3019437835
1015	0.8551632821	0.3018298266
1016	0.8554057731	0.3017263624
1017	0.8555833149	0.3016328031
1018	0.8558004573	0.3015179643
1019	0.8559941019	0.3013939865
1020	0.8562084798	0.3012745032
1021	0.8564091484	0.301198742
1022	0.8564179043	0.3011954209
1023	0.856555465	0.301103682
1024	0.8568591619	0.3009554698
1025	0.8570744798	0.3008737924
1026	0.8572109893	0.3007445167
1027	0.8573535149	0.3006464425
1028	0.8575115395	0.3005538724
1029	0.8577663975	0.3004071788
1030	0.8579763441	0.3003101224
1031	0.8581624812	0.3002376089
1032	0.8584391303	0.300086633
1033	0.8586636269	0.2999893923
1034	0.8588194119	0.2998474134
1035	0.8590966768	0.2997387539
1036	0.8592962655	0.2996252505
1037	0.8593084721	0.2996223448
1038	0.8594157881	0.2995172734
1039	0.8596263041	0.2993963458
1040	0.8598580908	0.299261778
1041	0.8601326956	0.2991226358
1042	0.8603591918	0.2989993483
1043	0.8606562295	0.298848912
1044	0.8609365452	0.2986938349
1045	0.8611797909	0.2985622322
1046	0.8613766927	0.298499193
1047	0.861499679	0.2983624889
1048	0.8616342706	0.2982813742
1049	0.8618137186	0.2981604793
1050	0.8620510699	0.2980677597
1051	0.8620617118	0.2980644438
1052	0.8622373182	0.2979662899
1053	0.8626049491	0.2978218131
1054	0.8627789839	0.2977145266
1055	0.863016001	0.2976161386
1056	0.8632093335	0.2975154862
1057	0.8632680081	0.2974427061
1058	0.863425629	0.2973640187
1059	0.8635057119	0.2972488342
1060	0.8636631949	0.2971649
1061	0.8639524166	0.2970547956
1062	0.864285341	0.2969341946
1063	0.8644666305	0.2967906522
1064	0.8646420406	0.2966947694
1065	0.8648949252	0.2965540819
1066	0.8651387395	0.2964483135
1067	0.8652096965	0.2963216931
1068	0.8653306681	0.2962368605
1069	0.8655956802	0.2961541418
1070	0.8656294515	0.2961143487
1071	0.8657030742	0.2959645531
1072	0.8659492544	0.2958452375
1073	0.8661765112	0.295734992
1074	0.8663877503	0.2955821357
1075	0.8665625072	0.2954637801
1076	0.8666651868	0.2953972287
1077	0.8668528587	0.2952946821
1078	0.8671281786	0.2951844826
1079	0.8673814614	0.2950697171
1080	0.8676429601	0.2949627872
1081	0.8679195703	0.2948222684
1082	0.868057723	0.2947617909
1083	0.8682576033	0.2946458754
1084	0.8684156554	0.2945544693
1085	0.8685922381	0.2944411426
1086	0.8688234941	0.2943110828
1087	0.869134461	0.2941945601
1088	0.8693393543	0.2940869611
1089	0.8693530033	0.2940830162
1090	0.8695286438	0.2940018833
1091	0.8696788995	0.2938985073
1092	0.8699554622	0.2937830013
1093	0.8702460237	0.2936257841
1094	0.8703406641	0.2935631582
1095	0.8705206179	0.2934709116
1096	0.8706678921	0.2933992416
1097	0.8706848139	0.293271587
1098	0.8709115454	0.2931709908
1099	0.8712625694	0.2930204789
1100	0.8714173989	0.292911712
1101	0.8716156338	0.2928316485
1102	0.8718261935	0.2927362525
1103	0.8718415668	0.2926937305
1104	0.871851731	0.2926912306
1105	0.8720500933	0.2926083362
1106	0.8723867993	0.2924605007
1107	0.8726896062	0.2923172333
1108	0.8728762535	0.2922101455
1109	0.8731785773	0.2920714715
1110	0.8732288541	0.2919895778
1111	0.8733875871	0.291908099
1112	0.8734955087	0.2918290834
1113	0.8736793895	0.2917344068
1114	0.8738397075	0.291621795
1115	0.8739375302	0.2915671091
1116	0.8742102076	0.2914489882
1117	0.8744837063	0.2913213226
1118	0.8746115586	0.2912672282
1119	0.8746912421	0.291157254
1120	0.8748643326	0.291043341
1121	0.8750927661	0.2909105988
1122	0.8752420469	0.2908617264
1123	0.8754071865	0.2907635636
1124	0.8756013214	0.2906736413
1125	0.8757393127	0.290606494
1126	0.8758173037	0.2905600262
1127	0.876198119	0.2903963902
1128	0.8765148329	0.2902647349
1129	0.8767370961	0.2901457333
1130	0.8769140058	0.2900368906
1131	0.8770976573	0.2899122046
1132	0.8772878261	0.2897905518
1133	0.8774694513	0.2896779083
1134	0.8775433724	0.2896260059
1135	0.8777571516	0.2895127815
1136	0.8776840956	0.2893957889
1137	0.8778497413	0.289293727
1138	0.8781040973	0.2891955769
1139	0.8782453528	0.2890589205
1140	0.8784180291	0.2889621312
1141	0.8785165834	0.2888751075
1142	0.8786857777	0.2887851709
1143	0.8788563458	0.2886787189
1144	0.879006412	0.2885739915
1145	0.8791065876	0.2884865245
1146	0.8792680891	0.2883975367
1147	0.8794420969	0.2883052848
1148	0.8795867273	0.2882436118
1149	0.8798660861	0.2881130663
1150	0.8799867991	0.2880632558
1151	0.8800831604	0.288018619
1152	0.8802654917	0.287920478
1153	0.8804979231	0.2877944953
1154	0.8807676864	0.2876867289
1155	0.8808661078	0.2876131571
1156	0.8811548192	0.2874967771
1157	0.8813411323	0.2874023701
1158	0.8815849978	0.2872749618
1159	0.8817357563	0.2871493613
1160	0.8819748922	0.2870008472
1161	0.8821728895	0.2868642168
1162	0.88241469	0.286733343
1163	0.8825658648	0.2866479991
1164	0.8826472442	0.286582848
1165	0.8828256989	0.2864836135
1166	0.8829348376	0.2863652316
1167	0.8829739934	0.2863134056
1168	0.8831008772	0.2862420006
1169	0.8832615126	0.2861362095
1170	0.8834332823	0.2860368608
1171	0.8835265497	0.2859626533
1172	0.8836322857	0.285848778
1173	0.8837697811	0.2857532558
1174	0.8838710557	0.2856744217
1175	0.884062159	0.2855728863
1176	0.8842471104	0.2854503793
1177	0.88422219	0.2854264101
1178	0.8844303114	0.285337766
1179	0.8844453213	0.2852319396
1180	0.8846367708	0.2851238881
1181	0.8848788036	0.284974555
1182	0.8851664681	0.2848689898
1183	0.8853942073	0.2847438352
1184	0.8855673447	0.2846308948
1185	0.8856704429	0.2844871527
1186	0.8858432487	0.2843854389
1187	0.8860140982	0.2842858087
1188	0.8860461402	0.2842468816
1189	0.8860289812	0.2842201176
1190	0.8861995194	0.2841301488
1191	0.8864382143	0.283988874
1192	0.8866754248	0.2838314517
1193	0.8869510043	0.2837056853
1194	0.8872258757	0.2835826781
1195	0.8873413637	0.2834829271
1196	0.8876595881	0.2833488718
1197	0.8877976156	0.2832458099
1198	0.8881393333	0.2831314988
1199	0.8881841617	0.2830066987
1200	0.8882389771	0.2829351577
1201	0.8883436285	0.2828592287
1202	0.8884746352	0.2827328911
1203	0.8886553175	0.2825938914
1204	0.888861579	0.2825044284
1205	0.8891515437	0.28237175
1206	0.8892485815	0.2823023916
1207	0.8893832745	0.2821991167
1208	0.8894923881	0.2820941614
1209	0.8897611875	0.2819839859
1210	0.8899390102	0.2818910369
1211	0.8899440459	0.2818193543
1212	0.8900787725	0.2817172347
1213	0.8901181725	0.2816518884
1214	0.8903678184	0.2815616093
1215	0.8906255312	0.2814098583
1216	0.890971259	0.281265457
1217	0.8911172878	0.2811759173
1218	0.8912685437	0.2810982362
1219	0.8913889754	0.2810375052
1220	0.8915001519	0.280989473
1221	0.8917088143	0.2808725897
1222	0.8920579132	0.2807173404
1223	0.8921346521	0.2806398261
1224	0.8921697896	0.2805532235
1225	0.8921777125	0.2805446701
1226	0.8922704848	0.2804318782
1227	0.8923539899	0.2803925152
1228	0.8924346679	0.2803335954
1229	0.8925760983	0.2802269286
1230	0.892756037	0.2800975101
1231	0.8928988547	0.2800067118
1232	0.8929824731	0.2799491547
1233	0.8932012438	0.2798230528
1234	0.8932628183	0.2797232643
1235	0.8934683472	0.2796187477
1236	0.8936289959	0.2795200141
1237	0.8939066603	0.2793824551
1238	0.8942445704	0.2792515417
1239	0.8943555374	0.2791575459
1240	0.894558086	0.279043021
1241	0.8946287693	0.2789854118
1242	0.8949111849	0.2788659302
1243	0.8952442439	0.278739639
1244	0.8952577793	0.2787221352
1245	0.8953566597	0.2785916485
1246	0.8954623443	0.2785048147
1247	0.8955011155	0.2784287537
1248	0.89573239	0.2783256353
1249	0.8959089863	0.2782280167
1250	0.8961387883	0.2781156105
1251	0.896208127	0.2780304037
1252	0.8963635635	0.2779451731
1253	0.896593112	0.2778302704
1254	0.8966126041	0.2777107402
1255	0.8968007949	0.2775874106
1256	0.896935827	0.2774941126
1257	0.8970760964	0.2773995775
1258	0.8973498317	0.2772872259
1259	0.8975956447	0.2771895252
1260	0.8977432159	0.2770586743
1261	0.8980070651	0.2769388135
1262	0.8981813431	0.2768607293
1263	0.8982866648	0.276748555
1264	0.8983848721	0.2766743004
1265	0.8984526693	0.276618809
1266	0.8985808142	0.2765210555
1267	0.8987825753	0.2764490442
1268	0.8989630025	0.2763609779
1269	0.899227662	0.276245271
1270	0.8993717431	0.2761358362
1271	0.8995441575	0.2759998146
1272	0.8996355322	0.2759155782
1273	0.8998550209	0.2758164387
1274	0.9000693046	0.2756806163
1275	0.9004157118	0.2755192079
1276	0.9005461336	0.2754057594
1277	0.9006988336	0.2752995599
1278	0.9008680637	0.2752131005
1279	0.9009922933	0.2751254614
1280	0.9011456645	0.2750273162
1281	0.9012174761	0.2749534245
1282	0.9015139134	0.2748098007
1283	0.9016735142	0.2747181841
1284	0.9019135075	0.2746243563
1285	0.9020425893	0.2745177598
1286	0.9021564629	0.2744519697
1287	0.9023747539	0.274332264
1288	0.9024340249	0.2742644449
1289	0.9025461973	0.2741784222
1290	0.9026360404	0.2741228475
1291	0.9028748234	0.2740253113
1292	0.903059465	0.2739440909
1293	0.9031856082	0.273845277
1294	0.9032779508	0.2737500774
1295	0.9034978305	0.2736318172
1296	0.9036726726	0.2735418725
1297	0.903807591	0.2734284622
1298	0.9040154126	0.2733180439
1299	0.9042150467	0.2731660759
1300	0.9044620728	0.2730213485
1301	0.9046251413	0.2729247884
1302	0.9048004849	0.2728382939
1303	0.9047988803	0.2727915389
1304	0.9050320617	0.2726388069
1305	0.9051368271	0.2725314124
1306	0.90524895	0.2724346093
1307	0.9053688994	0.2723530256
1308	0.905449961	0.2722625435
1309	0.9056034869	0.2721885492
1310	0.9056847231	0.27211525
1311	0.9057261574	0.2720586248
1312	0.9057853794	0.2719550252
1313	0.9059946757	0.2718550282
1314	0.9060923443	0.2717662036
1315	0.9061179299	0.2717403057
1316	0.9063402326	0.2716450792
1317	0.9065090784	0.2715273423
1318	0.9066109797	0.2713977411
1319	0.9066282122	0.2713647869
1320	0.9068008397	0.271276304
1321	0.9069844163	0.271189147
1322	0.9072173503	0.2710658581
1323	0.9073124077	0.2709906002
1324	0.9076456308	0.2708148118
1325	0.9077957473	0.2707282134
1326	0.907979515	0.2706389137
1327	0.9081700187	0.2705374596
1328	0.9082828758	0.2704482511
1329	0.908514595	0.2703336952
1330	0.9086533648	0.2702356858
1331	0.9088308864	0.2701748585
1332	0.9091009023	0.2700253411
1333	0.9091413219	0.2699837954
1334	0.9092905331	0.2698572409
1335	0.9094266824	0.2697857452
1336	0.9095270816	0.2696546812
1337	0.9097088237	0.2695496366
1338	0.9098018516	0.2694434728
1339	0.9098250202	0.2694309612
1340	0.9098906854	0.2693572315
1341	0.9100455355	0.2692910995
1342	0.9102237467	0.269200347
1343	0.9103846357	0.2691145825
1344	0.9105724656	0.2690129989
1345	0.9106896982	0.268925712
1346	0.9107209661	0.2688632959
1347	0.9108698396	0.2687697298
1348	0.9109696143	0.2686836984
1349	0.9111446502	0.2686008634
1350	0.9112659967	0.2685124637
1351	0.9114803984	0.2683968787
1352	0.9115958571	0.2683083824
1353	0.9118515644	0.2682043857
1354	0.9118785973	0.2681346556
1355	0.9120451662	0.2680093236
1356	0.9120751686	0.2679827831
1357	0.912243206	0.2678444202
1358	0.9123863358	0.267732429
1359	0.9124870934	0.2676625803
1360	0.9125569962	0.2675982529
1361	0.9125320516	0.2675471598
1362	0.9126251599	0.2673942596
1363	0.912755509	0.2672611389
1364	0.9129846343	0.2671243022
1365	0.9131151542	0.2670289524
1366	0.9132145064	0.2669681956
1367	0.913416643	0.2668726601
1368	0.9136423969	0.2667421099
1369	0.9137370274	0.2666163832
1370	0.9140325068	0.2664832953
1371	0.9140813525	0.2664094287
1372	0.9142111143	0.2663124159
1373	0.9143853324	0.2662270117
1374	0.9145437261	0.2661082163
1375	0.9146895934	0.2660217767
1376	0.914782903	0.2659642882
1377	0.9149305226	0.2658674956
1378	0.914917234	0.2658395761
1379	0.9150024277	0.2657616894
1380	0.9150668179	0.2656308246
1381	0.9151423188	0.2655290413
1382	0.9152986384	0.2654285365
1383	0.9155097826	0.2653034289
1384	0.9156926092	0.2652192849
1385	0.9158853305	0.265118451
1386	0.9160524982	0.2650450754
1387	0.916110283	0.2650065664
1388	0.916225062	0.2649312597
1389	0.9165522702	0.2647753508
1390	0.9166155604	0.2646997975
1391	0.9166671234	0.2646317001
1392	0.9166569572	0.264624793
1393	0.9167077399	0.264545801
1394	0.9168071086	0.2644499917
1395	0.9169013588	0.2643702735
1396	0.9171234867	0.2642504555
1397	0.9173306132	0.2641276758
1398	0.9175193059	0.2640124361
1399	0.917760633	0.2638801462
1400	0.9178921814	0.2637909535
1401	0.9179494523	0.2636854801
1402	0.9181139719	0.2635543084
1403	0.9182654715	0.2634405679
1404	0.9183527306	0.2633637165
1405	0.918585996	0.2632785125
1406	0.9187302244	0.2631858042
1407	0.9187866709	0.2631185145
1408	0.9189779889	0.2630180534
1409	0.9190877041	0.2629366642
1410	0.9191222952	0.2628504904
1411	0.9192630578	0.2627470738
1412	0.9193661285	0.2626630764
1413	0.9194902174	0.2625952064
1414	0.9195675125	0.2625547814
1415	0.9197829295	0.2624630641
1416	0.9198419541	0.2623836789
1417	0.9198914137	0.2623611463
1418	0.9200236196	0.2622698265
1419	0.920137514	0.2622078357
1420	0.9201724621	0.2621920134
1421	0.9202465955	0.2621520429
1422	0.9203442625	0.2620539075
1423	0.9206099934	0.2619439953
1424	0.9206414134	0.2619122223
1425	0.9206943151	0.2618587963
1426	0.9209036212	0.2617564487
1427	0.9210329958	0.2616576781
1428	0.9211488674	0.2615728797
1429	0.921271208	0.2614702319
1430	0.9215040603	0.2613246693
1431	0.9216744703	0.2612385292
1432	0.9217412111	0.2611351993
1433	0.9219021271	0.2610455006
1434	0.9220040218	0.2609299162
1435	0.9220876269	0.2608331637
1436	0.9221741555	0.2607475657
1437	0.9222597992	0.2606539401
1438	0.9223438105	0.2605672834
1439	0.9224316946	0.2604694892
1440	0.922592217	0.2603643384
1441	0.9226090671	0.2602670135
1442	0.9227392967	0.2601895258
1443	0.9229636418	0.2600730742
1444	0.9230393863	0.2599680595
1445	0.9232523219	0.2598551093
1446	0.9233877704	0.2597528129
1447	0.9235629521	0.2596459239
1448	0.9236985116	0.2595402282
1449	0.9238019828	0.259490301
1450	0.923961556	0.2593998742
1451	0.9240089186	0.2593159754
1452	0.9241820154	0.2592163718
1453	0.9242470928	0.2591367141
1454	0.9243893988	0.2590206827
1455	0.9245229448	0.2589672892
1456	0.9246379611	0.2588608206
1457	0.9248507334	0.2587495508
1458	0.9249319914	0.2586534977
1459	0.9250330908	0.258619371
1460	0.9251037998	0.2585286417
1461	0.9252097127	0.2584565631
1462	0.9251898267	0.258412454
1463	0.9253686532	0.2583296185
1464	0.9254582681	0.2582328904
1465	0.9255586363	0.2581648689
1466	0.9256468403	0.2580624059
1467	0.9256815002	0.2579614861
1468	0.9257325856	0.257873028
1469	0.925905663	0.2577718728
1470	0.926088773	0.2576555487
1471	0.9261298186	0.2576168244
1472	0.9263489455	0.2575155554
1473	0.9263368926	0.2573891218
1474	0.9264869309	0.2572853516
1475	0.9265724131	0.2572113786
1476	0.9266480877	0.257136438
1477	0.9268726062	0.2570059316
1478	0.9269926953	0.2569255305
1479	0.9270898956	0.2568099801
1480	0.9271688682	0.2567115517
1481	0.9273222256	0.2566265402
1482	0.9273806804	0.2565556576
1483	0.9274854005	0.2564584888
1484	0.9276510889	0.2563264135
1485	0.9277633933	0.256260992
1486	0.9279130061	0.2561464126
1487	0.9280750618	0.2560205353
1488	0.9281740185	0.2559560511
1489	0.9283721286	0.2558540993
1490	0.9284148247	0.2558242194
1491	0.9284969181	0.2557588734
1492	0.9284829088	0.2556913446
1493	0.9284425501	0.2555721323
1494	0.9286297007	0.255460915
1495	0.9287659659	0.2553508017
1496	0.9288365879	0.2552664226
1497	0.9289612519	0.2551518697
1498	0.9291005782	0.2550759737
1499	0.929126954	0.2549885569
1500	0.9292349852	0.2549271996
1501	0.9292780003	0.2548280248
1502	0.9293991299	0.2547473093
1503	0.9295664707	0.2546364648
1504	0.9295945374	0.2545222806
1505	0.9297314674	0.2544372638
1506	0.9298644108	0.2543343383
1507	0.9300572901	0.2541826828
1508	0.9301137821	0.2541389046
1509	0.9302226216	0.2540609713
1510	0.9303260881	0.2539558425
1511	0.9304510322	0.2538457919
1512	0.9305051529	0.2537965381
1513	0.9306042717	0.2537131525
1514	0.9306235779	0.2536562264
1515	0.9307306573	0.2535404355
1516	0.9307500974	0.2535275127
1517	0.9308400094	0.2534351549
1518	0.9309824399	0.2533501688
1519	0.9311075608	0.253264597
1520	0.9311961467	0.2531899916
1521	0.93136314	0.2530729227
1522	0.9314690804	0.2530087207
1523	0.9315073264	0.2529376796
1524	0.9315961622	0.2528380964
1525	0.931707774	0.252772119
1526	0.9317745988	0.2527168096
1527	0.9319858533	0.2525988257
1528	0.9321568152	0.2524739787
1529	0.932132741	0.2524535184
1530	0.9322879168	0.2523486821
1531	0.9323782753	0.2522620538
1532	0.932519045	0.2521396162
1533	0.9326310796	0.2520450492
1534	0.932745135	0.251959284
1535	0.9328606382	0.2518915112
1536	0.9329428282	0.2518438079
1537	0.9330181835	0.2517546811
1538	0.9330652403	0.2516961766
1539	0.9330813764	0.2516455877
1540	0.9332579145	0.2515526875
1541	0.9334499813	0.2514422274
1542	0.93344751	0.2514394029
1543	0.9336686643	0.2513335945
1544	0.9337270221	0.2512903048
1545	0.9338212443	0.2512146583
1546	0.9339313765	0.2511278698
1547	0.9340855435	0.2510451598
1548	0.9342310216	0.2509636886
1549	0.9343261341	0.2508895313
1550	0.9343770276	0.2507993771
1551	0.9345800509	0.2506640271
1552	0.934600203	0.2505890709
1553	0.9347337263	0.2505098664
1554	0.9348314962	0.2504250968
1555	0.934964585	0.250283447
1556	0.935012594	0.2502146285
1557	0.935078409	0.2501387928
1558	0.9351921193	0.2500467973
1559	0.9353026852	0.24996211
1560	0.9353114148	0.2498959677
1561	0.9354140583	0.249836657
1562	0.9355190088	0.249752056
1563	0.9355992905	0.2496867105
1564	0.9356830867	0.2495967658
1565	0.9358375784	0.2494981819
1566	0.9359079416	0.2494263415
1567	0.9359535603	0.2493460232
1568	0.9361668101	0.2492411019
1569	0.936191856	0.2492168295
1570	0.9363883661	0.2491182318
1571	0.9364749682	0.2490270903
1572	0.9366386647	0.2489389885
1573	0.9367325248	0.2488673836
1574	0.9368649402	0.2487910793
1575	0.9370130578	0.2486802889
1576	0.9371626264	0.2485941626
1577	0.9373384106	0.2484781404
1578	0.937510993	0.2483829583
1579	0.9376420273	0.2482801027
1580	0.9376642366	0.2482046431
1581	0.9376710555	0.2482000288
1582	0.9378366563	0.2480741081
1583	0.9378963972	0.248018925
1584	0.9379497027	0.2479434677
1585	0.9380144459	0.2478075238
1586	0.9381463321	0.2477130519
1587	0.9382552529	0.2476482915
1588	0.9383292844	0.247584419
1589	0.9384374287	0.2474781243
1590	0.938510614	0.2474052692
1591	0.9387001318	0.2472846728
1592	0.9387617301	0.2472122297
1593	0.9387831518	0.2471652793
1594	0.9389887412	0.2470094556
1595	0.9389858074	0.2469389055
1596	0.939133377	0.2468199847
1597	0.9392480625	0.2467250199
1598	0.9393860368	0.246618071
1599	0.9394204376	0.2465257585
1600	0.9395599899	0.2464133464
1601	0.9395516486	0.2463000836
1602	0.9396192915	0.2462436763
1603	0.9397462211	0.2461701896
1604	0.9398783751	0.2461114636
1605	0.939983442	0.246010841
1606	0.9400612416	0.2459539618
1607	0.9402409813	0.2458687393
1608	0.9403748955	0.2457726743
1609	0.9404698353	0.2457405917
1610	0.9406217757	0.2456259233
1611	0.9407047238	0.2455620704
1612	0.9407415783	0.2455340079
1613	0.9409498991	0.2454203803
1614	0.9410346086	0.2453280661
1615	0.9411881977	0.2452301849
1616	0.9412920368	0.2451382094
1617	0.9413911318	0.2450565465
1618	0.9415490683	0.2449888264
1619	0.9416295268	0.2448864996
1620	0.9418520271	0.2447537075
1621	0.9419175245	0.2447211522
1622	0.9419539272	0.2446580474
1623	0.9420421311	0.2445807097
1624	0.9421826236	0.2444843318
1625	0.9423013002	0.2443578041
1626	0.9423915699	0.2442937281
1627	0.9424336459	0.2442057295
1628	0.9424956064	0.2441223987
1629	0.9425753754	0.2440352482
1630	0.9426639502	0.2439581114
1631	0.9427525774	0.2438657815
1632	0.9428448695	0.2437396214
1633	0.9430204403	0.2436319115
1634	0.9431985164	0.2435130795
1635	0.9432393731	0.2434315095
1636	0.9433015877	0.2433341778
1637	0.9433647048	0.2432243549
1638	0.9434875972	0.243153807
1639	0.9435238043	0.2431068414
1640	0.9435875452	0.243049095
1641	0.9436671446	0.2429521474
1642	0.943764023	0.2428941198
1643	0.943886942	0.2428084061
1644	0.9439671326	0.2427490409
1645	0.9440534893	0.2426684662
1646	0.9441845319	0.2425745993
1647	0.944275273	0.2425006225
1648	0.9444109486	0.2424188284
1649	0.9444648134	0.2423760986
1650	0.944528364	0.2422943505
1651	0.9446678887	0.2422019742
1652	0.9448089529	0.2421195986
1653	0.9448740224	0.2420360015
1654	0.9449776565	0.2419738971
1655	0.9451395716	0.2418729621
1656	0.9452180644	0.2418129758
1657	0.945272817	0.2417111998
1658	0.9453941872	0.2416275755
1659	0.9454380461	0.2415676995
1660	0.9454692868	0.2415415375
1661	0.9456295181	0.2414404316
1662	0.9457574108	0.2413628017
1663	0.9458399054	0.2412973569
1664	0.9459350174	0.2412141994
1665	0.94599972	0.2411416388
1666	0.9461444874	0.2410099594
1667	0.9463135872	0.2409111155
1668	0.9463688741	0.2408435879
1669	0.9464688679	0.2407749711
1670	0.9465575624	0.2406885825
1671	0.9466969388	0.2406184259
1672	0.946747837	0.2405330801
1673	0.9468520384	0.2404257195
1674	0.9468926277	0.2403525657
1675	0.9469933078	0.240269944
1676	0.9471005992	0.2401771357
1677	0.9471464348	0.2401051996
1678	0.9471484282	0.2401025085
1679	0.9472125299	0.2399971473
1680	0.9473212262	0.2399200146
1681	0.947430788	0.2398325949
1682	0.9474996521	0.2397186231
1683	0.9475224637	0.2396599124
1684	0.9476782584	0.2395511671
1685	0.9476821564	0.2395251728
1686	0.9478312416	0.2394223775
1687	0.9478930296	0.2393486189
1688	0.9479894001	0.2392554232
1689	0.9480683324	0.2391804168
1690	0.948123464	0.239114892
1691	0.9481459408	0.2390828687
1692	0.9482747765	0.2389598647
1693	0.9483107698	0.2389397686
1694	0.9483936824	0.2388794653
1695	0.9484653931	0.2387836933
1696	0.9484823423	0.2387048915
1697	0.9485634887	0.2386552971
1698	0.9486989072	0.238531386
1699	0.9487954081	0.2384547784
1700	0.9488666078	0.2384093803
1701	0.9488646043	0.2383613128
1702	0.9489429379	0.2383066075
1703	0.9490729385	0.2382168402
1704	0.9491382016	0.2381361213
1705	0.949241882	0.2380298737
1706	0.9493272387	0.2379415814
1707	0.9495100588	0.2378404893
1708	0.9495117165	0.2378385485
1709	0.9495791949	0.2377429104
1710	0.9495854834	0.2377028584
1711	0.9496038554	0.2376424773
1712	0.9496079349	0.2375933831
1713	0.9496807159	0.2375326806
1714	0.9497980004	0.2374312659
1715	0.9499115451	0.2373228081
1716	0.9500297046	0.2372281661
1717	0.9501652704	0.2371319076
1718	0.9503300251	0.237043064
1719	0.950347933	0.2369588567
1720	0.9504976721	0.2368406107
1721	0.9505274952	0.236754307
1722	0.9506668025	0.2366777459
